Source.Name,Column1,album,track_number,id,name,uri,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,contain_love,contain_god,contain_jesus,contain_heart,contain_king
Laura Story.xlsx,38,God With Us,6,7LWbru2k46qezT5r78JC04,Behold The Lamb Of God,spotify:track:7LWbru2k46qezT5r78JC04,0.863,0.346,0.228,0,0.112,-8.899,0.0304,54.231,0.249,14,0,1,0,0,0
Laura Story.xlsx,62,God Of Every Story (with Commentary),3,5B3rTdYrK9wAkIy0bqLEln,I Can Just Be Me - With Commentary,spotify:track:5B3rTdYrK9wAkIy0bqLEln,0.635,0.359,0.447,0,0.115,-8.38,0.0593,81.188,0.368,14,0,0,0,0,0
Andrew Peterson.xlsx,46,After All These Years: A Collection,16,5gsERbuVNMTIxvs8Tbljjd,Nothing To Say - 2014 Version,spotify:track:5gsERbuVNMTIxvs8Tbljjd,0.0103,0.523,0.543,0,0.165,-7.895,0.0272,86.994,0.188,14,0,0,0,0,0
Andrew Peterson.xlsx,150,The Far Country,3,2BTuCZjKjR2WNrPAbIl7TR,Queen of Iowa,spotify:track:2BTuCZjKjR2WNrPAbIl7TR,0.404,0.547,0.421,0.00000457,0.161,-11.317,0.0312,78.124,0.663,14,0,0,0,0,0
Andrew Peterson.xlsx,151,The Far Country,4,57ohQM1PsSkZxrluXF1DbW,Little Boy Heart Alive,spotify:track:57ohQM1PsSkZxrluXF1DbW,0.487,0.576,0.727,0,0.202,-5.83,0.0317,88.009,0.442,14,0,0,0,1,0
Andrew Peterson.xlsx,155,The Far Country,8,5Vm78FIZP8vAFsViUfgnO7,All Shall Be Well,spotify:track:5Vm78FIZP8vAFsViUfgnO7,0.513,0.492,0.455,0,0.133,-10.336,0.0287,78.818,0.542,14,0,0,0,0,0
Andrew Peterson.xlsx,157,The Far Country,10,737O004qSKLuOUBlQ2LkXy,More,spotify:track:737O004qSKLuOUBlQ2LkXy,0.856,0.401,0.262,0.0342,0.117,-16.474,0.0373,149.915,0.265,14,0,0,0,0,0
Andrew Peterson.xlsx,186,Carried Along,8,45di38Nh4QWeIQ4lpOgUx1,"Come, Lord Jesus",spotify:track:45di38Nh4QWeIQ4lpOgUx1,0.416,0.283,0.435,0.000013,0.0778,-10.684,0.0332,81.986,0.211,14,0,0,1,0,0
Chris Tomlin.xlsx,241,And If Our God Is For Us...,14,29KNesMDS3g21VQjDS6oJO,Majesty Of Heaven - Acoustic,spotify:track:29KNesMDS3g21VQjDS6oJO,0.455,0.456,0.534,0,0.174,-8.442,0.0343,153.905,0.27,14,0,0,0,0,0
Starfield.xlsx,81,Starfield,7,1JyBRgAN47eBGsggn93q8f,Outstretched Hands,spotify:track:1JyBRgAN47eBGsggn93q8f,0.13,0.398,0.8,0.00379,0.0876,-6.541,0.0335,151.936,0.407,14,0,0,0,0,0
Josh Wilson.xlsx,58,See You,1,2GJ7RwH0GFfdSqtjtXM12X,Sing It,spotify:track:2GJ7RwH0GFfdSqtjtXM12X,0.471,0.435,0.386,0,0.0801,-10.807,0.0283,95.915,0.085,14,0,0,0,0,0
Josh Wilson.xlsx,59,See You,2,3qjxp561k9YLuV7vESp0Sc,Behind The Beauty,spotify:track:3qjxp561k9YLuV7vESp0Sc,0.0158,0.584,0.773,0,0.11,-7.289,0.0426,156.036,0.233,14,0,0,0,0,0
Josh Wilson.xlsx,75,Josh Wilson,6,4Y19qPRcSathOwEasEB5FK,Something's Got To Change,spotify:track:4Y19qPRcSathOwEasEB5FK,0.0744,0.44,0.518,0.0000658,0.083,-6.436,0.0267,84.984,0.222,14,0,0,0,0,0
Sinach.xlsx,73,From Glory to Glory (The Album),10,1Js0liVgem7NoJeXqYWOLP,All I See Is You,spotify:track:1Js0liVgem7NoJeXqYWOLP,0.32,0.344,0.583,0,0.109,-3.186,0.0322,116.161,0.0948,14,0,0,0,0,0
Sinach.xlsx,74,From Glory to Glory (The Album),11,4Hod4yPcMRkRemdBCPY8Qx,From Glory to Glory,spotify:track:4Hod4yPcMRkRemdBCPY8Qx,0.0417,0.412,0.975,0,0.262,-1.602,0.144,132.29,0.328,14,0,0,0,0,0
Sinach.xlsx,78,Shout It Loud,2,1W0TLF9RCL9AcxeDD8QQxO,Victory,spotify:track:1W0TLF9RCL9AcxeDD8QQxO,0.0251,0.468,0.886,0,0.319,-6.584,0.129,111.891,0.357,14,0,0,0,0,0
Sinach.xlsx,82,Shout It Loud,6,6L4gvO8Vgk3naVSv5e3D76,Bless the Lord,spotify:track:6L4gvO8Vgk3naVSv5e3D76,0.791,0.375,0.285,0,0.318,-12.038,0.0335,120.882,0.34,14,0,0,0,0,0
Sinach.xlsx,89,I'm Blessed,2,1pqPiqP00JUROJIYoBF08R,Next in Line,spotify:track:1pqPiqP00JUROJIYoBF08R,0.0037,0.528,0.636,0,0.127,-8.627,0.0497,120.406,0.363,14,0,0,0,0,0
Matthew West.xlsx,39,Unto Us: A Christmas Collection,5,0dwJ5WyA4FWQWxoDtgvltJ,Join The Angels,spotify:track:0dwJ5WyA4FWQWxoDtgvltJ,0.112,0.306,0.861,0,0.116,-4.353,0.0965,81.122,0.709,14,0,0,0,0,0
Matthew West.xlsx,208,History,5,5W9kBlB108gWDf5VRjGn0h,The Day Before You,spotify:track:5W9kBlB108gWDf5VRjGn0h,0.0568,0.499,0.702,0,0.152,-5.997,0.0361,145.975,0.328,14,0,0,0,0,0
Jimmy Needham.xlsx,63,Speak,8,2cZDWpnB6clZ4DrAtyh1zW,Wake Up,spotify:track:2cZDWpnB6clZ4DrAtyh1zW,0.0667,0.427,0.702,0,0.108,-6.84,0.047,139.244,0.376,14,0,0,0,0,0
Jeremy Camp.xlsx,113,Christmas: God With Us (With Commentary),4,4z5AMDqutywmw4A6NhWMYc,Hark! The Herald Angels Sing,spotify:track:4z5AMDqutywmw4A6NhWMYc,0.000142,0.488,0.878,0.00022,0.125,-6.524,0.067,113.029,0.427,14,0,0,0,0,0
Jeremy Camp.xlsx,125,Christmas: God With Us (With Commentary),16,5e85pW43RjMxgyaP8YyjOh,"O Come, O Come Emmanuel",spotify:track:5e85pW43RjMxgyaP8YyjOh,0.11,0.243,0.45,0,0.322,-7.857,0.0326,147.067,0.16,14,0,0,0,0,0
Jeremy Camp.xlsx,141,"Stay, Restored, Beyond Measure",5,4TrJhwN1AxwDPvpFLIK0lF,All The Time,spotify:track:4TrJhwN1AxwDPvpFLIK0lF,0.00899,0.548,0.867,0,0.175,-4.146,0.0424,107.979,0.596,14,0,0,0,0,0
Jeremy Camp.xlsx,145,"Stay, Restored, Beyond Measure",9,1HIjvBdP1mxsF6s3PCyXEO,Nothing,spotify:track:1HIjvBdP1mxsF6s3PCyXEO,0.181,0.642,0.711,0.00000146,0.0881,-4.633,0.0361,114.001,0.746,14,0,0,0,0,0
Jeremy Camp.xlsx,146,"Stay, Restored, Beyond Measure",10,0beqCXOp5wEI37YuDPfupp,I Know You're Calling,spotify:track:0beqCXOp5wEI37YuDPfupp,0.183,0.421,0.768,0.000108,0.112,-4.542,0.0322,174.259,0.447,14,0,0,0,0,0
Jeremy Camp.xlsx,151,"Stay, Restored, Beyond Measure",3,60cXZXc2CjDMtl3kelrWbP,Even When,spotify:track:60cXZXc2CjDMtl3kelrWbP,0.0543,0.23,0.677,0,0.289,-5.727,0.0332,146.572,0.163,14,0,0,0,0,0
Jeremy Camp.xlsx,156,"Stay, Restored, Beyond Measure",8,00MixkK28xoyrse8804wOu,Letting Go,spotify:track:00MixkK28xoyrse8804wOu,0.0487,0.526,0.815,0,0.185,-5.023,0.0262,146.232,0.527,14,0,0,0,0,0
Jeremy Camp.xlsx,157,"Stay, Restored, Beyond Measure",9,67VDO8YDBOGxUmignQFiIs,Breathe,spotify:track:67VDO8YDBOGxUmignQFiIs,0.000855,0.5,0.857,0,0.0846,-4.989,0.0604,114.997,0.423,14,0,0,0,0,0
Jeremy Camp.xlsx,160,"Stay, Restored, Beyond Measure",12,3DrTVoilFZk6elSW5pQ8TL,Nothing Else I Need,spotify:track:3DrTVoilFZk6elSW5pQ8TL,0.128,0.417,0.74,0,0.129,-6.02,0.0293,160.816,0.163,14,0,0,0,0,0
Jeremy Camp.xlsx,225,We Cry Out: The Worship Project (Deluxe Edition),15,1tlKR5li6UWFEizHgbY8Yb,Not Ashamed - Acoustic,spotify:track:1tlKR5li6UWFEizHgbY8Yb,0.125,0.634,0.544,0,0.116,-8.028,0.0247,82.947,0.491,14,0,0,0,0,0
Jeremy Camp.xlsx,297,Beyond Measure,5,601d6nN7HEzYYI2QEmZjCY,Feels Like,spotify:track:601d6nN7HEzYYI2QEmZjCY,0.00229,0.354,0.826,0,0.262,-4.83,0.0488,170.023,0.245,14,0,0,0,0,0
Jeremy Camp.xlsx,299,Beyond Measure,7,7gWmo1JuVNwleeR5ZcXQpM,No Matter What It Takes,spotify:track:7gWmo1JuVNwleeR5ZcXQpM,0.000177,0.463,0.918,0,0.0894,-4.385,0.0417,144.871,0.74,14,0,0,0,0,0
Sovereign Grace Music.xlsx,35,Behold Our God,6,4gSwiQtagz9ZeU8nDO9Mbr,Worship You Forever,spotify:track:4gSwiQtagz9ZeU8nDO9Mbr,0.00909,0.442,0.726,0.000657,0.743,-5.607,0.0308,152.93,0.311,14,0,0,0,0,0
Sovereign Grace Music.xlsx,36,Behold Our God,7,6qCpGWCzm1LswB8xb0jvb4,The Gospel Song,spotify:track:6qCpGWCzm1LswB8xb0jvb4,0.654,0.381,0.369,0.000284,0.267,-8.168,0.03,114.77,0.0667,14,0,0,0,0,0
Sovereign Grace Music.xlsx,38,Behold Our God,9,4PEcrg5XTPj5em6KVcggHv,I Will Sing Your Praise Alone,spotify:track:4PEcrg5XTPj5em6KVcggHv,0.0168,0.713,0.804,0,0.886,-5.15,0.043,98.014,0.654,14,0,0,0,0,0
Sovereign Grace Music.xlsx,59,Listen Up! (Songs from the Parables of Jesus),4,1KQYAuZtAVufaf0SaMAQRQ,Good and Faithful Shepherd,spotify:track:1KQYAuZtAVufaf0SaMAQRQ,0.327,0.405,0.841,0,0.358,-5.309,0.0464,172.002,0.593,14,0,0,0,0,0
Sovereign Grace Music.xlsx,60,Listen Up! (Songs from the Parables of Jesus),5,6MnM6QN4CMzsOS0Qm12KWk,"Lord, Help Us Forgive",spotify:track:6MnM6QN4CMzsOS0Qm12KWk,0.0553,0.614,0.813,0,0.345,-6.443,0.0864,82.986,0.722,14,0,0,0,0,0
Sovereign Grace Music.xlsx,61,Listen Up! (Songs from the Parables of Jesus),6,0pDZf6MwgpdCWH8Ramonj8,Love Like You,spotify:track:0pDZf6MwgpdCWH8Ramonj8,0.245,0.49,0.722,0,0.105,-7.076,0.0299,156.244,0.516,14,1,0,0,0,0
Sovereign Grace Music.xlsx,62,Listen Up! (Songs from the Parables of Jesus),7,6ZE2NYBHD6p3d2aN5cD1mg,Our Good Father,spotify:track:6ZE2NYBHD6p3d2aN5cD1mg,0.319,0.659,0.632,0,0.358,-7.693,0.0709,95.988,0.684,14,0,0,0,0,0
Sovereign Grace Music.xlsx,64,Listen Up! (Songs from the Parables of Jesus),9,06OvI8xBU0KX20YOJ2EMdo,Gracious Invitation,spotify:track:06OvI8xBU0KX20YOJ2EMdo,0.3,0.698,0.862,0,0.327,-6.777,0.0462,130.005,0.647,14,0,0,0,0,0
Sovereign Grace Music.xlsx,66,Listen Up! (Songs from the Parables of Jesus),11,7quZInsoYAQRxVDSRDJD3Q,Welcome In,spotify:track:7quZInsoYAQRxVDSRDJD3Q,0.202,0.523,0.533,0.000401,0.0809,-7.571,0.0298,81.902,0.232,14,0,0,0,0,0
Sovereign Grace Music.xlsx,67,Listen Up! (Songs from the Parables of Jesus),12,4gDtgk4WQyOplpdoTizx6t,Everybody Needs You,spotify:track:4gDtgk4WQyOplpdoTizx6t,0.00647,0.518,0.768,0.00000448,0.124,-7.187,0.0304,93.997,0.44,14,0,0,0,0,0
Sovereign Grace Music.xlsx,127,Prepare Him Room: Celebrating the Birth of Jesus in Song,7,3Ee50ttx22SEJwMaDEnYhO,Before the Skies,spotify:track:3Ee50ttx22SEJwMaDEnYhO,0.639,0.492,0.404,0.00113,0.137,-9.051,0.028,130.027,0.147,14,0,0,0,0,0
Sovereign Grace Music.xlsx,134,Prepare Him Room: Celebrating the Birth of Jesus in Song,14,5RXvAuhkRJKhuY9DuYpgj3,Joy to the World (Our God Reigns),spotify:track:5RXvAuhkRJKhuY9DuYpgj3,0.0128,0.494,0.744,0.00018,0.181,-7.344,0.0316,145.001,0.369,14,0,1,0,0,0
Sovereign Grace Music.xlsx,223,From Age to Age,14,0fxC9AUCRuzwK0illhPxUc,All Is Well,spotify:track:0fxC9AUCRuzwK0illhPxUc,0.019,0.414,0.338,0.00021,0.108,-9.633,0.0264,75.762,0.162,14,0,0,0,0,0
Danny Gokey.xlsx,3,The Greatest Gift: A Christmas Collection,4,7fw7LktzoBUyCYxGtXBpeM,The Holidays Are Here,spotify:track:7fw7LktzoBUyCYxGtXBpeM,0.18,0.674,0.711,0,0.0775,-5.937,0.0303,143.956,0.789,14,0,0,0,0,0
Danny Gokey.xlsx,64,La Esperanza Frente A Mi,6,10OQriYsr1nhmbDx2S9VLQ,Este Es El Milagro,spotify:track:10OQriYsr1nhmbDx2S9VLQ,0.115,0.264,0.501,0,0.0986,-5.771,0.0355,152.86,0.0963,14,0,0,0,0,0
Danny Gokey.xlsx,69,La Esperanza Frente A Mi,11,2Sc1yjAwluHbvhNZ4MWeIR,Nada Está Terminado,spotify:track:2Sc1yjAwluHbvhNZ4MWeIR,0.0206,0.61,0.868,0,0.242,-4.717,0.0559,122.898,0.412,14,0,0,0,0,0
Danny Gokey.xlsx,139,My Best Days,2,1aBojyyuAxOMtvrMJrc5ZI,Like That's A Bad Thing,spotify:track:1aBojyyuAxOMtvrMJrc5ZI,0.0336,0.594,0.81,0,0.0797,-3.32,0.0503,118.932,0.428,14,0,0,0,0,0
Danny Gokey.xlsx,142,My Best Days,5,6gQexvo1qL3WiAAk0CEuNy,Get Away,spotify:track:6gQexvo1qL3WiAAk0CEuNy,0.172,0.623,0.938,0,0.0941,-3.554,0.0489,111.991,0.78,14,0,0,0,0,0
Danny Gokey.xlsx,144,My Best Days,7,1k3FPIPQxY6B540vyJEIGT,Life On Ya,spotify:track:1k3FPIPQxY6B540vyJEIGT,0.151,0.578,0.907,0,0.148,-4.386,0.0891,119.979,0.56,14,0,0,0,0,0
AMP.xlsx,28,Transition,2,2CbIohw0L7OQavQs8uWTdS,Better,spotify:track:2CbIohw0L7OQavQs8uWTdS,0.154,0.832,0.773,0,0.242,-6.217,0.176,134.955,0.467,14,0,0,0,0,0
Will Reagan.xlsx,53,In the Night Season,8,3m5dpv9MZAZ6uPhkDlPLpe,Kingdom,spotify:track:3m5dpv9MZAZ6uPhkDlPLpe,0.326,0.447,0.515,0.00222,0.0831,-8.112,0.0415,138.983,0.0573,14,0,0,0,0,1
Will Reagan.xlsx,59,Beginning to Love You,3,47CLbkIzAHMzWIDRN0Vlz9,Running Into Freedom,spotify:track:47CLbkIzAHMzWIDRN0Vlz9,0.253,0.24,0.229,0.00362,0.111,-18.62,0.0329,107.82,0.146,14,0,0,0,0,0
Will Reagan.xlsx,66,Beginning to Love You,10,0UFp0ebyccPScjG7tlddmo,I Proclaim,spotify:track:0UFp0ebyccPScjG7tlddmo,0.949,0.277,0.135,0.00456,0.11,-14.355,0.0365,136.283,0.0385,14,0,0,0,0,0
Tim Be Told.xlsx,3,Friends and Foes,4,7hSU8qQXHL76TuuTPGPco8,Love Me Back,spotify:track:7hSU8qQXHL76TuuTPGPco8,0.833,0.706,0.182,0,0.109,-10.12,0.051,91.941,0.317,14,1,0,0,0,0
Tim Be Told.xlsx,10,Friends and Foes,11,5o18BXG7ZI9NjCrYYxbe8a,Faith and Time,spotify:track:5o18BXG7ZI9NjCrYYxbe8a,0.741,0.457,0.55,0.00000176,0.0736,-7.208,0.0385,79.163,0.361,14,0,0,0,0,0
Tim Be Told.xlsx,14,Mighty Sound (Deluxe),2,4FyOIAQFoiLbEET7y9TQ1q,Rescue Me,spotify:track:4FyOIAQFoiLbEET7y9TQ1q,0.409,0.662,0.619,0,0.123,-6.324,0.048,122.037,0.559,14,0,0,0,0,0
Tim Be Told.xlsx,17,Mighty Sound (Deluxe),5,4imv4GMZK7713fcjGy8FEE,Wasted,spotify:track:4imv4GMZK7713fcjGy8FEE,0.267,0.646,0.865,0,0.291,-4.404,0.066,120.109,0.574,14,0,0,0,0,0
Tim Be Told.xlsx,20,Mighty Sound (Deluxe),8,3aIlRQzqdLdfIJurbeFUCA,Your Love Is Bigger,spotify:track:3aIlRQzqdLdfIJurbeFUCA,0.618,0.444,0.46,0.000142,0.136,-6.46,0.0286,155.857,0.407,14,1,0,0,0,0
Melissa Helser.xlsx,40,Long Story Short,4,5LurE3e1h0tuusLkdnRDRW,In the Middle,spotify:track:5LurE3e1h0tuusLkdnRDRW,0.0981,0.593,0.374,0.00000706,0.111,-10.27,0.0266,138.104,0.322,14,0,0,0,0,0
Melissa Helser.xlsx,45,Long Story Short,9,2AwewYCtIY4O2esZ9RuytB,It Is Good,spotify:track:2AwewYCtIY4O2esZ9RuytB,0.581,0.45,0.519,0.00000698,0.11,-9.88,0.0306,83.951,0.5,14,0,0,0,0,0
Melissa Helser.xlsx,48,Long Story Short,12,13Q0PM3pVHEeVAcp5VFsuW,The Reward,spotify:track:13Q0PM3pVHEeVAcp5VFsuW,0.499,0.389,0.508,0.000383,0.141,-9.801,0.0278,83.012,0.19,14,0,0,0,0,0
Melissa Helser.xlsx,58,The Reward (Extended Versions),2,0XEPhr8YAxME15W8sY3AAN,Fly (Extended Version),spotify:track:0XEPhr8YAxME15W8sY3AAN,0.522,0.461,0.399,0.0000301,0.119,-8.882,0.0321,151.752,0.148,14,0,0,0,0,0
Melissa Helser.xlsx,62,The Reward (Extended Versions),6,4vqQsmoroOtdnz4TLHStob,Moravian Anthem,spotify:track:4vqQsmoroOtdnz4TLHStob,0.925,0.275,0.101,0.000428,0.466,-21.41,0.0365,111.557,0.0646,14,0,0,0,0,0
Phil Wickam.xlsx,15,Christmas,6,7MaF5GRbqVI4O1ckXgvpma,Star of Wonder,spotify:track:7MaF5GRbqVI4O1ckXgvpma,0.676,0.262,0.277,0.0659,0.11,-12.541,0.0348,142.054,0.138,14,0,0,0,0,0
Phil Wickam.xlsx,199,The Ascension (Deluxe),12,1YlCEMaTx700RwbPLbqFdK,The Ascension - Acoustic,spotify:track:1YlCEMaTx700RwbPLbqFdK,0.238,0.322,0.525,0,0.0929,-5.141,0.0306,133.94,0.271,14,0,0,0,0,0
Phil Wickam.xlsx,207,The Ascension (Deluxe),20,7dT4CEdkm9nLGAzq4xcaQG,Wonderful - Acoustic,spotify:track:7dT4CEdkm9nLGAzq4xcaQG,0.808,0.527,0.192,0,0.138,-9.14,0.0326,114.828,0.0627,14,0,0,0,0,0
Phil Wickam.xlsx,208,The Ascension (Deluxe),21,1wIp8Th1mdlHZx9b9hpk8v,Thirst - Acoustic,spotify:track:1wIp8Th1mdlHZx9b9hpk8v,0.859,0.45,0.22,0,0.111,-9.696,0.0308,143.857,0.131,14,0,0,0,0,0
Mosaic MSC.xlsx,24,MSC (Live in LA),11,1hzODx0nbHKDmrFmA8xFHi,In Your Light - Live,spotify:track:1hzODx0nbHKDmrFmA8xFHi,0.876,0.59,0.431,0,0.948,-14.027,0.259,97.682,0.768,14,0,0,0,0,0
Travis Greene.xlsx,53,Stretching Out,4,4wloefy97hpMNqC8HFq0J8,Prove My Love,spotify:track:4wloefy97hpMNqC8HFq0J8,0.217,0.695,0.899,0,0.0612,-4.141,0.155,154.033,0.958,14,1,0,0,0,0
Markers.xlsx,11,_____ Markers Worship 2019 Declare All Your Wonders (Live),12,7pyBw1ZyXjv2iJWeZ2p8cw,__ Benediction 2019 (Live),spotify:track:7pyBw1ZyXjv2iJWeZ2p8cw,0.887,0.628,0.115,0,0.125,-15.753,0.356,101.746,0.358,13,0,0,0,0,0
Markers.xlsx,15,_____ Markers Worship 2018: Singing I Go,3,7Fu7vRCpt0r0xVM5f7ZuKc,_ __ __ _ You Came to Me,spotify:track:7Fu7vRCpt0r0xVM5f7ZuKc,0.318,0.548,0.825,0.00004,0.332,-5.619,0.0378,102.024,0.374,13,0,0,0,0,0
Markers.xlsx,16,_____ Markers Worship 2018: Singing I Go,4,4vZ62oqwQSbAR90uhrSGBr,__ _ His Way,spotify:track:4vZ62oqwQSbAR90uhrSGBr,0.539,0.393,0.517,0,0.6,-6.518,0.0359,183.832,0.386,13,0,0,0,0,0
Markers.xlsx,34,_____ Markers Worship 2017 How Can I Go?,10,6mjHMf1q4rcXsQsGrl6sCQ,_ __ __ I Will Follow,spotify:track:6mjHMf1q4rcXsQsGrl6sCQ,0.0157,0.522,0.883,0,0.317,-4.739,0.0352,144.157,0.608,13,0,0,0,0,0
Keith & Kristyn Getty.xlsx,7,Sing! An Irish Christmas - Live At The Grand Ole Opry House,2,4VDkBWUig9ulyC8vrYsjwE,God Rest Ye Merry Gentlemen - Live,spotify:track:4VDkBWUig9ulyC8vrYsjwE,0.108,0.615,0.935,0.00000103,0.939,-5.635,0.0735,115.063,0.478,13,0,1,0,0,0
Keith & Kristyn Getty.xlsx,8,Sing! An Irish Christmas - Live At The Grand Ole Opry House,3,2pOLB3DLd6lDxgc1s2MUPE,Inishowen - Live,spotify:track:2pOLB3DLd6lDxgc1s2MUPE,0.573,0.425,0.479,0.00000294,0.879,-8.202,0.0351,143.754,0.299,13,0,0,0,0,0
Keith & Kristyn Getty.xlsx,13,Sing! An Irish Christmas - Live At The Grand Ole Opry House,8,5oMvSZd0F4w1nbIVNvTJ0d,"Come, Thou Long Expected Jesus - Live",spotify:track:5oMvSZd0F4w1nbIVNvTJ0d,0.218,0.444,0.681,0,0.701,-5.202,0.03,127.837,0.395,13,0,0,1,0,0
Keith & Kristyn Getty.xlsx,25,Getty Kids Hymnal - Family Carol Sing,1,7mklAD5YgADw7oyxRhV5bO,Angels We Have Heard On High / Joy Has Dawned - Medley,spotify:track:7mklAD5YgADw7oyxRhV5bO,0.0272,0.59,0.825,0.0000399,0.187,-5.545,0.0358,104.983,0.642,13,0,0,0,0,0
Keith & Kristyn Getty.xlsx,167,The Greengrass Session,7,7KsVwQ6mXzFPO5w5625iL0,Lobby Jam - Medley/Bonus Track,spotify:track:7KsVwQ6mXzFPO5w5625iL0,0.632,0.649,0.851,0.018,0.102,-5.648,0.039,120.019,0.811,13,0,0,0,0,0
Sarah Kroger.xlsx,4,Bloom,5,1zNt0RvvCU2wC1SxtSo4Qz,Open,spotify:track:1zNt0RvvCU2wC1SxtSo4Qz,0.623,0.256,0.337,0,0.109,-9.388,0.0288,75.828,0.151,13,0,0,0,0,0
Sarah Kroger.xlsx,10,Bloom,11,0y9936fFOIVrCsqLmKVpJF,Take Heart,spotify:track:0y9936fFOIVrCsqLmKVpJF,0.947,0.473,0.136,0,0.0959,-12.664,0.0311,64.967,0.238,13,0,0,0,1,0
Hillsong Kids.xlsx,30,Songs Of Some Silliness,11,0TZfP4uOWkXjVZuW4jWoHB,Everybody Lend Me Your Ears,spotify:track:0TZfP4uOWkXjVZuW4jWoHB,0.264,0.748,0.911,0,0.0831,-3.843,0.228,89.479,0.966,13,0,0,0,0,0
Hillsong Kids.xlsx,33,Songs Of Some Silliness,14,2g9u07YS801P2JOmiFuann,A Gift So Wonderful,spotify:track:2g9u07YS801P2JOmiFuann,0.376,0.637,0.948,0,0.113,-3.827,0.243,75.068,0.636,13,0,0,0,0,0
Hillsong Kids.xlsx,83,Follow You (Live),1,6Tuz2OliFT6JhudrOA8W9P,Follow You - Live,spotify:track:6Tuz2OliFT6JhudrOA8W9P,0.00563,0.334,0.967,0,0.677,-4.282,0.0921,169.941,0.527,13,0,0,0,0,0
Hillsong Kids.xlsx,93,Follow You (Live),11,475Z9likZcXdz3IfM04wQq,You Are Good - Live,spotify:track:475Z9likZcXdz3IfM04wQq,0.0103,0.566,0.959,0,0.952,-3.961,0.107,144.994,0.613,13,0,0,0,0,0
Hillsong Kids.xlsx,112,Tell The World (Live),4,7EK0mwwI7EL3T3DrIbUAXW,Light Of The World - Live,spotify:track:7EK0mwwI7EL3T3DrIbUAXW,0.000614,0.527,0.646,0.0000759,0.491,-9.424,0.0325,97.008,0.167,13,0,0,0,0,0
Hillsong Kids.xlsx,147,Super Strong God (Live),15,1IZCpULMUThghSLlXUS8ne,I Believe In Jesus - Live,spotify:track:1IZCpULMUThghSLlXUS8ne,0.00693,0.636,0.927,0,0.907,-5.366,0.0981,128.024,0.369,13,0,0,1,0,0
Hillsong Kids.xlsx,157,Supernatural (Live),10,0EIwMgiOPQCxPOkdk0kmV1,On The March - Live,spotify:track:0EIwMgiOPQCxPOkdk0kmV1,0.0189,0.567,0.967,0.000161,0.481,-4.762,0.0958,145.04,0.452,13,0,0,0,0,0
Hillsong Kids.xlsx,167,Jesus Is My Super Hero (Live),6,6mjbSGQCQdmPTzlUC4RtR4,Oh How I Love You - Live,spotify:track:6mjbSGQCQdmPTzlUC4RtR4,0.12,0.479,0.622,0,0.367,-4.809,0.0259,144.049,0.329,13,1,0,0,0,0
Hillsong Kids.xlsx,183,Supernatural,7,30f5bnOwUTqs3wvIgY7vjO,Not Forgotten,spotify:track:30f5bnOwUTqs3wvIgY7vjO,0.00344,0.579,0.95,0,0.745,-4.183,0.0698,97.503,0.622,13,0,0,0,0,0
Sam Ock.xlsx,32,Style Book,10,5WFT3d0APCoWf3OP544uzj,Idyll,spotify:track:5WFT3d0APCoWf3OP544uzj,0.982,0.609,0.138,0.00000875,0.0921,-13.897,0.0592,121.311,0.132,13,0,0,0,0,0
Sam Ock.xlsx,57,IN YA MELLOW TONE,4,1hBz1cDhcJBDPvZgxrB2eU,Yourside,spotify:track:1hBz1cDhcJBDPvZgxrB2eU,0.251,0.454,0.705,0.000315,0.111,-5.492,0.0305,66.995,0.549,13,0,0,0,0,0
Sam Ock.xlsx,63,IN YA MELLOW TONE,10,3pDqIOSnWko2xR1sLuf49y,Simple Things,spotify:track:3pDqIOSnWko2xR1sLuf49y,0.448,0.739,0.779,0.373,0.326,-4.877,0.0399,94.995,0.763,13,0,0,0,0,0
Sam Ock.xlsx,64,IN YA MELLOW TONE,11,53Pi9zFeX81r3CEMsBF9d4,One Dream,spotify:track:53Pi9zFeX81r3CEMsBF9d4,0.558,0.608,0.805,0.0184,0.188,-4.449,0.0322,104.007,0.664,13,0,0,0,0,0
Sam Ock.xlsx,104,Laus Deo,5,6fBAPKSXoHLFPu30E7lccN,All Creatures of Our God and King,spotify:track:6fBAPKSXoHLFPu30E7lccN,0.296,0.585,0.288,0.00915,0.101,-9.596,0.0294,130.02,0.192,13,0,1,0,0,1
Sam Ock.xlsx,106,Laus Deo,7,3tPQZWzFLhNZ4ZalKCENv1,Faithful God,spotify:track:3tPQZWzFLhNZ4ZalKCENv1,0.732,0.523,0.518,0.0000811,0.142,-8.023,0.031,155.085,0.378,13,0,1,0,0,0
MercyMe.xlsx,66,"MercyMe, It's Christmas!",5,11QLPWoPY65si2gpTgGvch,Hold On Christmas,spotify:track:11QLPWoPY65si2gpTgGvch,0.00529,0.558,0.937,0.000107,0.22,-4.494,0.0359,130.058,0.554,13,0,0,0,0,0
MercyMe.xlsx,67,"MercyMe, It's Christmas!",6,6pt1gd5L2saPFPGTv2lGXH,Have a Holly Jolly Christmas,spotify:track:6pt1gd5L2saPFPGTv2lGXH,0.32,0.539,0.883,0.000065,0.262,-5.256,0.064,172.079,0.681,13,0,0,0,0,0
